title,year,venue,doi,url,abstract,paper_id,predicted_type,confidence,unknown_reason,matched_rules
Energy-Efficient Hadamard-Based SATD Hardware Architectures Through Calculation Reuse.,2019,IEEE Trans. Circuits Syst. I Regul. Pap.,10.1109/TCSI.2019.2900004,https://dblp.org/rec/journals/tcas/SeidelMBAG19,"The Hadamard-based Sum of Absolute Transformed Differences (SATD) is a distortion metric that correlates better with other video encoding steps than the commonly used Sum of Absolute Differences (SAD) and thus potentially improves coding efficiency. However, due to the Hadamard Transform (HT), it demands a large share of total encoding time. Meanwhile, the widespread use of embedded encoders made computational complexity and energy efficiency two relevant issues, besides the usual trade-off between the rate and distortion. Hence, the adoption of SATD during video coding requires the design of energy-efficient hardware accelerators. In this paper, we show that the SATD improves coding efficiency by up to −2.99% in BD-Rate when used in motion estimation within the HEVC Model (HM). Subsequently, as the main contribution, we combined two properties featured by the SATD to devise a novel hardware architecture based on calculation reuse. These properties allow for rearranging the architecture components to reduce the hardware size, save operations, and thus, reduce energy. The synthesis and simulation results indicate that the proposed architecture can lead to area and energy savings of about 28% and 32%, respectively, compared to the state-of-the-art architecture based on reuse solely.",474e1996a2051baa7340476cd1322481f50254df,Unknown,0.0,no_match,
What does a Public Discourse state about Requirements Process Debt Causes?,2025,RE,10.1109/RE63999.2025.00027,https://dblp.org/rec/conf/re/FreireML25,"[Context]. Requirements Process Debt (RPD) refers to shortcomings or inefficiencies in the requirements engineering process. Through an industry-wide survey, the InsighTD project identified the causes of RPD, its effects, and practices for its prevention and mitigation. Another approach to exploring RPD is by examining grey literature (GL), i.e., sources that have not been formally published. One such source is the discourse of solution providers, a specific type of web content. Although this discourse can enhance the knowledge gained through empirical studies, no research has yet explored it. [Aims]. To investigate how public discourse has discussed the causes of RPD. [Research Method]. We elicited public discourse on RPD causes using predefined search strings on Google and Bing. We collected web addresses where discussions on RPD causes were found and applied content analysis procedures to examine the data. [Results]. Based on public discourse, we produced 128 codes for causes, 60 for effects of RPD, along with 93 preventive and 70 mitigation practices. These elements were categorized to reveal their relationships within the software development process. [Conclusion]. Our study expands the body of knowledge on RPD causes, demonstrating that GL can serve as a valuable complementary source.",d9d4115fdef146632b21e1cb103dce41f472a466,Unknown,0.0,no_match,
An initial theory to understand and manage requirements engineering debt in practice.,2023,Inf. Softw. Technol.,10.1016/J.INFSOF.2023.107201,https://dblp.org/rec/journals/infsof/FrattiniFMSMTAG23,"Context: Advances in technical debt research demonstrate the benefits of applying the financial debt metaphor to support decision-making in software development activities. Although decision-making during requirements engineering has significant consequences, the debt metaphor in requirements engineering is inadequately explored. Objective: We aim to conceptualize how the debt metaphor applies to requirements engineering by organizing concepts related to practitioners' understanding and managing of requirements engineering debt (RED). Method: We conducted two in-depth expert interviews to identify key requirements engineering debt concepts and construct a survey instrument. We surveyed 69 practitioners worldwide regarding their perception of the concepts and developed an initial analytical theory. Results: We propose a RED theory that aligns key concepts from technical debt research but emphasizes the specific nature of requirements engineering. In particular, the theory consists of 23 falsifiable propositions derived from the literature, the interviews, and survey results. Conclusions: The concepts of requirements engineering debt are perceived to be similar to their technical debt counterpart. Nevertheless, measuring and tracking requirements engineering debt are immature in practice. Our proposed theory serves as the first guide toward further research in this area.",a99d7e53b3f8edd37d183db2f082554511ee7323,Unknown,0.0,no_match,
Towards a Holistic Definition of Requirements Debt.,2019,ESEM,10.1109/ESEM.2019.8870159,https://dblp.org/rec/conf/esem/LenarduzziF19,"When not appropriately managed, technical debt is considered to have negative effects to the long term success of software projects. However, how the debt metaphor applies to requirements engineering in general, and to requirements engineering activities in particular, is not well understood. Grounded in the existing literature, we present a holistic definition of requirements debt which includes debt incurred during the identification, formalization, and implementation of requirements. We outline future assessment to validate and further refine our proposed definition. This conceptualization is a first step towards a requirements debt monitoring framework to support stakeholders decisions, such as when to incur and eventually pay back requirements debt, and at what costs.",245fe77a10c6d80b6cd1e170d29e5c72460c8ace,Unknown,0.0,no_match,
Aligning Data Debt with AI-Integrated Software Project Lifecycle Processes: A Standard-Based Mapping Approach.,2025,TechDebt,10.1109/TECHDEBT66644.2025.00008,https://dblp.org/rec/conf/techdebt/AkgulTTA25,"Artificial Intelligence (AI) technologies have become increasingly central to software development, enhancing efficiency with tools such as intelligent code assistants and driving innovations in products like chatbots, recommendation engines, and predictive analytics. Despite these advancements, the inherent complexity of AI-integrated software projects often leads to the accumulation of technical debt (TD), which can compromise the reliability and sustainability of systems in the long term. Managing TD effectively in these projects can be achieved by adapting international standards. Although these standards are not designed for TD management, they can be systematically applied to detect and address TD by aligning with AI system lifecycle processes. The aim of this study is to demonstrate how AI-related TD correlates with various AI lifecycle processes, thereby enabling systematic detection and management of TD in AI-integrated software projects. To achieve this, we studied 73 unique cases of TD, each reflecting either an instance or a root cause of data-related TD. These cases were subsequently mapped to the processes and activities outlined in the ISO/IEC 5338 AI Systems Lifecycle Processes standard. Subsequently, the accuracy of these mappings was validated bidirectionally by a large language model and two domain experts. Our findings revealed that data-related TD categories are associated with a diverse range of processes such as design definition, quality management and human resource management and tend to accumulate more significantly in certain areas within the AI lifecycle. This study not only serves as a proof of concept for developing a management approach for AI-related TD, but also enhances the body of knowledge on managing TD in AI projects by detailing how TD interacts with and impacts various AI lifecycle processes.",fdd9ef2d2c5b0119eda6eaf30e552872cb88f16d,Unknown,0.0,no_match,
A Novel Debt-Credit Mechanism for Blockchain-Based Data-Trading in Internet of Vehicles.,2019,IEEE Internet Things J.,10.1109/JIOT.2019.2927682,https://dblp.org/rec/journals/iotj/LiuCZLL19,"With the advancement and emergence of diverse network services in Internet of Vehicles (IoV), large volume of data are collected and stored, making data important properties. Data will be one of the most important commodities in the future blockchain-based IoV systems. However, efficiency challenges have been commonly found in blockchain-based data markets, which is mainly caused by transaction confirmation delays and the cold-start problems for new users. To address the efficiency challenges, we propose a secure, decentralized IoV data-trading system by exploiting the blockchain technology, and design an efficient debt-credit mechamism to support efficient data-trading in IoV. In the debt-credit mechanism, a vehicle with loan demand could loan from multivehicles by promising to pay interest and reward. In particular, we encourage loaning among vehicles by a motivation-based investing and pricing mechanism. We formulate a two-stage Stackelberg game to maximize the profits of borrower vehicle and lender vehicles jointly. In the first stage, the borrower vehicle set the interest rate and reward for the loan as its pricing strategies. In the second stage, the lender vehicles decide on their investing strategies. We apply backward induction to analyze the subgame perfect equilibrium at each stage for both independent and uniform pricing schemes. We also validate the existence and uniqueness of Stackelberg equilibrium. The numerical results illustrate the efficiency of the proposed pricing schemes.",2aea56422dd6dcf2da6ea523fe6fa246978a9864,Tool Paper,1.0,,"\bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b"
Tackling the Issue of Student Debt Through Data Sonification and Musical Scores.,2019,EVA,10.14236/EWIC/EVA2019.25,https://dblp.org/rec/conf/eva/Buckley19,"The issue of student debt is an invisible but ever-present aspect of the college experience within the United States. While this debt can sometimes be deemed necessary to cover the increasing costs of attending college, the risks are high with just over 10% of borrowers defaulting within three years of receiving a loan. Research has shown that many students are unaware of the size of the loan they have taken out to cover expenses and that some students are even unaware they have taken loans out to begin with. This implies that there is an opportunity to present new ways of engaging with student populations about the risks regarding student loan debt. I will present a paper on my work of art “A Good Education (Explorations in Data and Music)” that discusses the design process, the aesthetic issues surrounding the translation of data into musical scores, and the recording and exhibiting of this body of work. The work is comprised of three musical scores and accompanying audio recordings. Each score explores a different set of data with varying compositional methodologies and instrumentation. I will also discuss the challenges of presenting this body of work, the outcomes, and audience response over the duration of the exhibition.",bed1826f6852644f66cd9985505db70e75aad882,Unknown,0.0,no_match,
MILPaC: A Novel Benchmark for Evaluating Translation of Legal Text to Indian Languages.,2025,ACM Trans. Asian Low Resour. Lang. Inf. Process.,10.1145/3748313,https://dblp.org/rec/journals/talip/MahapatraDSGG25,"Most legal text in the Indian judiciary is written in complex English due to historical reasons. However, only a small fraction of the Indian population is comfortable in reading English. Hence legal text needs to be made available in various Indian languages, possibly by translating the available legal text from English. Though there has been a lot of research on translation to and between Indian languages, to our knowledge, there has not been much prior work on such translation in the legal domain. In this work, we construct the first high-quality legal parallel corpus containing aligned text units in English and nine Indian languages, that includes several low-resource languages. We also benchmark the performance of a wide variety of Machine Translation (MT) systems over this corpus, including commercial MT systems, open-source MT systems, and Large Language Models. Through a comprehensive survey by Law practitioners, we check how satisfied they are with the translations by some of these MT systems, and how well automatic MT evaluation metrics agree with the opinions of Law practitioners.",ed00edf4d49bb4485550ab88836e38a54d2c52f1,Unknown,0.0,no_match,
Exploring Process Debt in Large-Scale Agile Software Development For Secure Telecom Solutions.,2024,TechDebt@ICSE,10.1145/3644384.3644470,https://dblp.org/rec/conf/techdebt/SaeedaAG24,"Background: Agile methodologies emphasise iterative development, customer collaboration, and flexibility in software development. However, challenges arise when agile practices are adopted in larger projects. Process inefficiencies and redundancies, known as process debt, result from the compounded complexities of expanding agile processes and workflows. However, strategies to understand and tackle it remain markedly inadequate.Aims: This study investigates process debt types, causes, and effects in large-scale agile development and its connection with technical debt.Method: In this case study, we conducted fifteen semi-structured interviews with a Nordic IT company, primarily focusing on telecom-related products like 5G secure solutions, testing tools, and base station software. We performed a thematic analysis to examine the data qualitatively.Results: The thematic analysis identified five process debt types with 28 sub-types: documentation (3), roles & responsibilities (5), synchronization (5), inefficiency & unsuitability (12), and infrastructure debt (3) identified causes and effects of process debt and identified the correlation of process debt to technical debt based on descriptions from interview data and researchers’ insights.Conclusions: Process debt, stemming from flawed agile practices in large-scale development, causes inefficiencies, reduces quality, and extends timelines, risking technical debt. Its management is essential for the success of these projects.CCS CONCEPTS• Software Engineering; • Software Process Improvement ; • Technical Debt Management ; • Quality Assurance;",de8a9492e0b6bbf385d4e14e6e9a15a9ceaf415e,Case Study,1.0,,\bcase study\b
Process Debt: a First Exploration.,2020,APSEC,10.1109/APSEC51365.2020.00040,https://dblp.org/rec/conf/apsec/MartiniBB20,"Process Debt, like Technical Debt, can be the source of short-term benefits but often is harmful in the long term for a software organization. Nonetheless, information about Process Debt is scarce in current literature. We conducted an exploratory study of Process Debt in four international organizations by interviewing 16 practitioners. The findings show that Process Debt can be a harmful phenomenon that needs attention and new practices, as it is different from Technical Debt. We provide an initial framework, composed by a definition and a conceptual model for Process Debt, showing types, causes, consequences, and debt accumulation patterns.",096b442e835a0169066f0c93bd1a47964e0e081a,Unknown,0.0,tie:Empirical Study|Theoretical Contribution,\bconceptual model\b; \bexploratory study\b
Awareness and Management of Social Debt in the German ICT Industry: A Multi-Perspective Analysis.,2026,IEEE Access,10.1109/ACCESS.2026.3666425,https://dblp.org/rec/journals/access/ZahlWEKMSH26,"Social debt (SD) is the cumulative burden of unresolved interpersonal, communicative, and organizational issues within software teams. Although individual issues, such as demotivation, communication breakdowns, and inefficient collaboration, are widely acknowledged, the concept of SD and its preventive management are largely unexplored in practice. This study advances the operationalization of SD by identifying concrete indicators, root causes, and mitigation strategies. Drawing on 24 semi-structured interviews with experienced IT professionals in Germany, we examine how SD is perceived, interpreted, and addressed across gender, company size, and professional roles. Our findings, structured via a preliminary Input-Process-Output (IPO) model, reveal that SD is often recognized only in retrospect, highlighting a significant gap in proactive identification. While developers typically view SD as operational inefficiency, managers interpret it as a strategic leadership challenge impacting project costs. Exploratory patterns suggest subtle nuances in relational awareness among participants, which are discussed in the context of role expectations rather than innate traits. We argue that establishing a shared vocabulary is a crucial initial management approach to transforming diffuse social tensions into tangible project governance issues. This work provides actionable recommendations for industry practitioners to foster sustainable collaboration and mitigate organizational blind spots.",ab5c231cf891d61d8ca7258481a3ed18d169d1f4,Position Paper,1.0,,\bwe argue\b
Towards the development of an adaptive model for managing social debt in distributed agile software development environments.,2025,CIbSE,10.5753/CIBSE.2025.35307,https://dblp.org/rec/conf/cibse/Suarez-Brieva25,"La desalineación de la congruencia sociotécnica en equipos de desarrollo de software, entendida como la desarticulación entre factores sociales y técnicos, puede generar decisiones subóptimas que conllevan a costos imprevistos dando origen al concepto de deuda social. Mediante una revisión sistemática de la literatura, se identificaron soluciones para detectar la deuda social; sin embargo, estas propuestas operan de forma independiente. Por ello, se propone el desarrollo de un modelo adaptativo para gestionarla en equipos ágiles distribuidos, integrando causas, efectos y estrategias. El modelo se sustenta en un enfoque de Investigación-Acción estructurado en cuatro ciclos.",d8b3cb502795701246d142a342598b3d7da92130,Unknown,0.0,no_match,
Social debt in software engineering: insights from industry.,2015,J. Internet Serv. Appl.,10.1186/S13174-015-0024-6,https://dblp.org/rec/journals/jisa/TamburriKLV15,"Social debt is analogous to technical debt in many ways: it represents the state of software development organisations as the result of “accumulated” decisions. In the case of social debt, decisions are about people and their interactions. Our objective was to study the causality around social debt in practice. In so doing, we conducted exploratory qualitative research in a large software company. We found many forces together causing social debt; we represented them in a framework, and captured anti-patterns that led to the debt in the first place. Finally, we elicited best practices that technicians adopted to pay back some of the accumulated debt. We learned that social debt is strongly correlated with technical debt and both forces should be reckoned with together during the software process.",ff16483e312498daa1d4a8cc628e89b027a07ee4,Unknown,0.0,no_match,
People and Management Debt in ML-Integrated Software Projects: Structuring Industry Insights.,2025,IEEE Access,10.1109/ACCESS.2025.3595609,https://dblp.org/rec/journals/access/AkmanOT25,"The accelerated development of Machine Learning (ML) tools, combined with broader access to frameworks and infrastructures, has driven the rapid adoption of ML-based solutions in industry. However, their integration into software systems introduces unique challenges, particularly for managing technical debt (TD). Traditional TD research focuses primarily on technical issues, but in ML systems, people and management factors, referred to as nontechnical debt (NTD), play a critical role in TD accumulation and persistence. In this study, we investigate the underexplored dimension of NTD in ML-integrated software systems, focusing on people- and management-related factors. Using Design Science Research (DSR) methodology, we developed an artifact in an iterative incremental manner that categorizes NTD issues in ML systems. As part of this process, we conducted semi-structured interviews with 18 professionals from 15 companies, examining 22 ML projects. Through thematic analysis, we identified 15 NTD categories, 10 of which relate to people debt, and the remaining 5 to management debt. Each category is associated with underlying causes, short-term fixes, and potential solutions. Our findings show that NTD in ML projects frequently arise from inadequate decision-making practices, particularly those related to technology adoption, knowledge management, and human resource planning. Additional sources of NTD include challenges in team dynamics, such as insufficient collaboration, poor skill integration, and ineffective team structuring, as well as communication barriers rooted in organizational culture and team interactions. These factors collectively and substantially impact project outcomes. While band-aid solutions may provide short-term relief, they frequently contribute to accumulation over time. To support practitioners and researchers, our study complements the proposed artifact with actionable recommendations informed by expert perspectives and literature.",9da21a344d2ebb72a631e373ebae6adfd5168f98,Unknown,0.0,no_match,
Behavior-based test smells refactoring : Toward an automatic approach to refactoring Eager Test and Lazy Test smells.,2022,ICSE-Companion,10.1145/3510454.3517059,https://dblp.org/rec/conf/icse/Pizzini22,"Software testing is an essential part of the development process, and like many software artifacts, tests are affected by smells, harming comprehension and maintainability. Several studies are related to test smell identification, but few studies are related to refactoring. Most proposed approaches are semi-automated, with the developer as a safety net. This paper presents a proposal for automatic refactoring of Eager Test and Lazy Test smells based on identifying the behavior of tests and, consequently, the behavior of the System Under Test (SUT). The approach will be evaluated with private source code repositories to identify its impact on quality attributes.",efea7e068d0a180fda76df06fae072efcb977edb,Unknown,0.0,no_match,
Manual Tests Do Smell! Cataloging and Identifying Natural Language Test Smells.,2023,ESEM,10.1109/ESEM56168.2023.10304800,https://dblp.org/rec/conf/esem/SoaresAORGSMSFB23,"Background: Test smells indicate potential problems in the design and implementation of automated software tests that may negatively impact test code maintainability, coverage, and reliability. When poorly described, manual tests written in natural language may suffer from related problems, which enable their analysis from the point of view of test smells. Despite the possible prejudice to manually tested software products, little is known about test smells in manual tests, which results in many open questions regarding their types, frequency, and harm to tests written in natural language. Aims: Therefore, this study aims to contribute to a catalog of test smells for manual tests. Method: We perform a two-fold empirical strategy. First, an exploratory study in manual tests of three systems: the Ubuntu Operational System, the Brazilian Electronic Voting Machine, and the User Interface of a large smartphone manufacturer. We use our findings to propose a catalog of eight test smells and identification rules based on syntactical and morphological text analysis, validating our catalog with 24 in-company test engineers. Second, using our proposals, we create a tool based on Natural Language Processing (NLP) to analyze the subject systems' tests, validating the results. Results: We observed the occurrence of eight test smells. A survey of 24 in-company test professionals showed that 80.7% agreed with our catalog definitions and examples. Our NLP-based tool achieved a precision of 92%, recall of 95%, and f-measure of 93.5%, and its execution evidenced 13,169 occurrences of our cataloged test smells in the analyzed systems. Conclusion: We contribute with a catalog of natural language test smells and novel detection strategies that better explore the capabilities of current NLP mechanisms with promising results and reduced effort to analyze tests written in different idioms.",02a65d054f4005a01ed1da2f3a54fcaf3ff4c1f0,Empirical Study,1.0,,\bexploratory study\b
Guidelines for GUI testing maintenance: a linter for test smell detection.,2022,A-TEST@ESEC/SIGSOFT FSE,10.1145/3548659.3561306,https://dblp.org/rec/conf/sigsoft/FulciniGCAT22,"GUI Test suites suffer from high fragility, in fact modifications or redesigns of the user interface are commonly frequent and often invalidate the tests. This leads, for both DOM- and visual-based techniques, to frequent need for careful maintenance of test suites, which can be expensive and time-consuming. The goal of this work is to present a set of guidelines to write cleaner and more robust test code, reducing the cost of maintenance and producing more understandable code. Based on the provided recommendations, a static test suite analyzer and code linter has been developed. An ad-hoc grey literature research was conducted on the state of the practice, by performing a semi-systematic literature review. Authors' experience was coded into a set of recommendations, by applying the grounded theory methodology. Based on these results, we developed a linter in the form of a plugin for Visual Studio Code, implementing 17 of the provided guidelines. The plugin highlights test smells in the Java and Javascript languages. Finally, we conducted a preliminary validation of the tool against test suites from real GitHub projects. The preliminary evaluation, meant to be an attempt of application of the plugin to real test suites, detected three main smells, namely the usage of global variables, the lack of adoption of the Page Object design pattern, and the usage of fragile locator such as the XPath.",456aa369639849fdc6de7406fff137ca4f7a912a,Systematic Literature Review,1.0,,\bliterature review\b; \bsystematic literature review\b
Test smell: A parasitic energy consumer in software testing.,2025,Inf. Softw. Technol.,10.1016/J.INFSOF.2025.107671,https://dblp.org/rec/journals/infsof/MisuLBLAA25,"Traditionally, energy efficiency research has focused on reducing energy consumption at the hardware level and, more recently, in the design and coding phases of the software development life cycle. However, software testing's impact on energy consumption did not receive attention from the research community. Specifically, how test code design quality and test smell (e.g., sub-optimal design and bad practices in test code) impact energy consumption has not been investigated yet. This study examined 12 Apache projects to analyze the association between test smell and its effects on energy consumption in software testing. We conducted a mixed-method empirical analysis from two dimensions; software (data mining in Apache projects) and developers' views (a survey of 62 software practitioners). Our findings show that: 1) test smell is associated with energy consumption in software testing. Specifically smelly part of a test case consumes 10.92\% more energy compared to the non-smelly part. 2) certain test smells are more energy-hungry than others, 3) refactored test cases tend to consume less energy than their smelly counterparts, and 4) most developers lack knowledge about test smells' impact on energy consumption. We conclude the paper with several observations that can direct future research and developments.",4d7906f87aea0a1f432e0b46b392fdcb3d90356f,Empirical Study,1.0,,\bempirical analysis\b
The Scent of Test Effectiveness: Can Scriptless Testing Reveal Code Smells?,2025,ENASE,10.5220/0013360100003928,https://dblp.org/rec/conf/enase/Rodriguez-Valdes25,": This paper presents an industrial experience applying random scriptless GUI testing to the Yoho web application developed by Marviq. The study was motivated by several key challenges faced by the company, including the need to optimise testing resources, explore how random testing can complement manual testing, and investigate new coverage metrics, such as “code smell coverage”, to assess software quality and maintainability. We conducted an experiment to explore the impact of the number and length of random GUI test sequences on traditional adequacy metrics, the complementarity of random with manual testing, and the relationship be-tween code smell coverage and traditional code coverage. Using Testar for scriptless testing and SonarQube code smell identification, results show that longer random test sequences yielded better test adequacy metrics and increased code smell coverage. In addition, random testing offers promising efficiency in test coverage and detects unique smells that manual testing might overlook. Additionally, including code smell coverage provides valuable insights into long-term code maintainability, revealing gaps that traditional metrics may not capture. These findings highlight the benefits of combining functional testing with metrics assessing code quality, particularly in resource-constrained environments.",335c6385dc4fa306abb78f85c007275cb5d37ae6,Experience Report,1.0,,\bindustrial experience\b; \bexperience (?:with|using|applying)\b
On the Harmfulness of Test Smells in Manual System Testing: A Controlled Experiment.,2025,ESEM,10.1109/ESEM64174.2025.00023,https://dblp.org/rec/conf/esem/SoaresSRMPAGMP25,"Background. Test smells can pose difficulties during testing activities, such as poor maintainability, non-deterministic behavior, and incomplete verification. Existing research has extensively addressed test smells in automated software tests, but little attention has been paid to smells in natural language tests. While some research has attempted to catalog such test smells, there is a lack of investigation into their impact on the effectiveness of test cases. Aims. In this paper, we conduct a controlled experiment with 30 participants from academia and industry to examine the impact of test smells in manual test descriptions. Method. Specifically, we analyze whether the presence of two test smells, Ambiguous Test and Eager Action, result in (1) increased test execution time, (2) a higher number of steps needed to complete the tests, and (3) high divergency on the perceived success of the tests outcomes. Results. Our findings reveal that an Ambiguous Test can increase execution time by up to five times and screen flow by up to seven times. In addition, if the Eager Actions are dependent on one another, there is no increase in execution time and screen flow. Conclusions. It highlights the need for better design of manual test descriptions to improve clarity, consistency, and performance execution.",7f5190603ecb02bb94cdf4c70efb797b2e4379c2,Controlled Experiment,1.0,,\bcontrolled experiment\b
Predicting the Root Cause of Flaky Tests Based on Test Smells.,2025,ICSR,10.1109/ICSR66718.2025.00015,https://dblp.org/rec/conf/icsr/WangZWZS25,"Flaky tests refer to test cases that exhibit inconsistent behaviors across multiple executions, potentially passing or failing unpredictably. They are frequently associated with suboptimal design practices that testers may utilize when crafting test cases, which undermine the quality of software testing. So, identifying the root causes of flaky tests is crucial for fixing them. Currently, inspired by the success of the Large Language Models (LLMs), researchers leverage the pre-trained language model to embed flaky test code as vectors and predict its root cause category based on vector similarity measures. However, such code embeddings generated by LLM mainly focus on capturing general semantic features but lack sufficient comprehension of the behavioral patterns involved in test scenarios, resulting in poor root cause identification. Test smells, which reflect poor coding practices or habits when writing test cases, provide complementary information in the root cause identification of test flakiness. Therefore, this paper proposes a root cause identification method for flaky tests based on test smells. Test smells are used to abstract and express behavioral patterns of test codes, and general semantic features extracted by vector embeddings to enhance the feature representation of flaky tests. Furthermore, to capture the complex nonlinear relationships between test smell features and code embeddings, a Feedforward Neural Network is constructed to categorize the root cause of test flakiness. To validate the effectiveness of our method, we performed evaluations on a dataset consisting of 451 Java flaky test cases. The experimental results indicate that our method achieves an F1-score of 80%, which is 7% higher than that of the baseline model that does not incorporate test smells.",079a686ffee6dd7b4caa21ca638b8cfbe08a21d7,Unknown,0.0,no_match,
What&apos;s DAT Smell? Untangling and Weaving the Disjoint Assertion Tangle Test Smell.,2025,ASE,10.1109/ASE63991.2025.00108,https://dblp.org/rec/conf/kbse/NarangDJ25,"In this work, we characterize a novel test-code smell—Disjoint Assertion Tangle (DAT)—which occurs when a test method verifies multiple, logically unrelated behaviors that can be separated. We propose a program analysis-based approach that automatically detects DAT and refactors DAT tests into separate focused test methods. We implemented this approach as a tool called U2W. By separating unrelated testing logic, U2W enhances readability, maintainability, and fault localization, while exposing hidden test clones and duplicated code. It then seizes these opportunities by converting structurally similar tests into compact, parameterized unit tests (PUTs), reducing redundancy and enabling more scalable, extensible test designs. To evaluate our approach and tool, we conducted a number of evaluations: (1) a large-scale, quantitative study to study the prevalence of the test smell and the effects of their refactoring, (2) a user survey to assess developers’ opinions and preferences of the unrefactored and refactored test code, and (3) pull requests that were issued to original project maintainers to assess the acceptability of our refactorings. Our quantitative study was conducted on 42,334 tests across 49 open-source projects. We found the DAT smell in 95.9% of the subject projects, affecting an average of 8.59% of analyzed tests. In total, we identified and refactored 3,638 smelly tests, untangled them into 31,837 test-execution logics, and then weaved 14,343 of them into 1,713 extensible PUT methods. These refactorings reduced the executable test-code lines in smelly tests by an average of 36.33%. Our user survey involving 49 industrial and academic participants demonstrated strong preference for our refactored test cases over their original, unrefactored versions. Additionally, we submitted 19 pull requests based on our automated refactorings; 16 of these were accepted by project maintainers. These results suggest that U2W effectively improves test-suite quality, and validate our novel test smell aligns closely with developers’ intuitions and practices.",99908577a65e5fa67f070f0838f9fe5883bb726b,Tool Paper,0.6,,"\b(?:a |the |our )?tool (?:for|to|that|which|supports?|called)\b; \bwe (?:propose|present|introduce|develop|design|build|implement)\b.{0,45}\b(?:approach|method|methodolog|technique|framework|model|classifier|tool|system|dataset|data set|index|metric|pipeline|algorithm|plug[- ]?in|prototype)\b; \bautomatically\s+(?:identif|detect|classif|extract|predict)"
From Fine-tuning to Output: An Empirical Investigation of Test Smells in Transformer-Based Test Code Generation.,2024,SAC,10.1145/3605098.3636058,https://dblp.org/rec/conf/sac/AljohaniD24,"Researchers have recently leveraged transformer-based test code generation models to improve testing-related tasks (e.g., assert completion and test method generation). One such model, AthenaTest, has been recently introduced, and it has been well accepted by developers due to its ability to generate test cases similar to the ones written by developers. While the AthenaTest model provides adequate test coverage and improves test code readability, concerns remain regarding the quality of its generated test code, particularly the presence of test smells, which could degrade the test code's comprehension, readability, performance, and maintainability. In this paper, we investigated whether test cases generated by a transformer-based test code generation model - AthenaTest, contain test smells, including the presence of test smells in its fine-tuning dataset (Methods2Test). We evaluated seven test smells in AthenaTest's and Methods2Test's test cases. Our results reveal that 65% of Methods2Test's test cases contain test smells, which influence the output of AthenaTest, where 62% of its test cases contain at least one test smell. We also examined the design (test size and assertion frequency) of AthenaTest and Methods2Test test cases. Our findings show that AthenaTest tends to generate more assertions than the Methods2Test test case, which influenced the model to increase the occurrence rate of Assertion Roulette and Duplicate Assert smells.",88bf0ad436eb12c8513c9d91e0aae0dcb4bb8ba3,Empirical Study,1.0,,\bempirical investigation\b
Do the Test Smells Assertion Roulette and Eager Test Impact Students&apos; Troubleshooting and Debugging Capabilities?,2023,SEET@ICSE,10.1109/ICSE-SEET58685.2023.00009,https://dblp.org/rec/conf/icse/AljedaaniMPL23,"To ensure the quality of a software system, developers perform an activity known as unit testing, where they write code (known as test cases) that verifies the individual software units that make up the system. Like production code, test cases are subject to bad programming practices, known as test smells, that hurt maintenance activities. An essential part of most maintenance activities is program comprehension which involves developers reading the code to understand its behavior to fix issues or update features. In this study, we conduct a controlled experiment with 96 undergraduate computer science students to investigate the impact of two common types of test smells, namely Assertion Roulette and Eager Test, on a student’s ability to debug and troubleshoot test case failures. Our findings show that students take longer to correct errors in production code when smells are present in their associated test cases, especially Assertion Roulette. We envision our findings supporting academia in better equipping students with the knowledge and resources in writing and maintaining high-quality test cases. Our experimental materials are available online11https://wajdialjedaani.github.io/testsmellstd/",192ac00421ea922fcf7e65406157c20bef352f6a,Controlled Experiment,1.0,,\bcontrolled experiment\b
Improved Flaky Test Detection with Black-Box Approach and Test Smells.,2023,ISCC,10.1109/ISCC58397.2023.10217934,https://dblp.org/rec/conf/iscc/CarmoGDP23,"Flaky tests can pose a challenge for software development, as they produce inconsistent results even when there are no changes to the code or test. This leads to unreliable results and makes it difficult to diagnose and troubleshoot any issues. In this study, we aim to identify flaky test cases in software development using a black-box approach. Flaky test cases are unreliable indicators of code quality and can cause issues in software development. Our proposed model, Fast-Flaky, achieved the best results in the cross-validation results. In the per-project validation, the results showed an overall increase in accuracy but decreased in other metrics. However, there were some projects where the results improved with the proposed pre-processing techniques. These results provide practitioners in software development with a method for identifying flaky test cases and may inspire further research on the effectiveness of different pre-processing techniques or the use of additional test smells.",440b164c056544cdd6d98fcfbc39d5828b3b3f30,Tool Paper,1.0,,"\b(?:novel|new|automated|automatic|proposed|a)\s+(?:approach|method|technique|framework|model|classifier|pipeline)\b.{0,45}\b(?:detect|identif|classif|predict|estimat|measur|forecast|recommend|remediat)"
